cpi_id,lawmaker_id,lawmaker,state,body,district,employer_business_interest,industry,disclosure_report
921,12997998,"CADMAN, BILL",CO,SENATE,12,ADVANTAGE MARKETING,BUSINESS SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053263-CO-CADMAN-BILL-L
922,6029780,"CARROLL, MORGAN",CO,SENATE,29,"BACHUS & SCHANKER, LLC",LAWYERS & LOBBYISTS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053265-CO-CARROLL-MORGAN
923,6029780,"CARROLL, MORGAN",CO,SENATE,29,FULCRUM PUBLISHING,PRINTING & PUBLISHING,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053265-CO-CARROLL-MORGAN
924,6502254,"CARVER, TERRI",CO,HOUSE,20,UNITED STATES AIR FORCE,MILITARY,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053220-CO-CARVER-TERRI-L
925,6502254,"CARVER, TERRI",CO,HOUSE,20,UNIVERSITY OF COLORADO,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053220-CO-CARVER-TERRI-L
926,6502254,"CARVER, TERRI",CO,HOUSE,20,UNIVERSITY OF DENVER,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053220-CO-CARVER-TERRI-L
927,6502254,"CARVER, TERRI",CO,HOUSE,20,WEBSTER UNIVERSITY,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053220-CO-CARVER-TERRI-L
928,6689258,"CONTI, KATHLEEN",CO,HOUSE,38,MICHE,RETAIL SALES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053223-CO-CONTI-KATHLEEN
929,6689258,"CONTI, KATHLEEN",CO,HOUSE,38,SMM FOODS,FOOD & BEVERAGE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053223-CO-CONTI-KATHLEEN
930,6041259,"COOKE III, JOHN B.",CO,SENATE,13,N/A,NONE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053227-CO-COOKE-III-JOHN-B
931,12998104,"CORAM, DONALD",CO,HOUSE,58,"CORAM BROTHERS, LLC",LIVESTOCK,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053231-CO-CORAM-DONALD-LEE
932,12998104,"CORAM, DONALD",CO,HOUSE,58,"GOLD EAGLE MINING, INC.",MINING,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053231-CO-CORAM-DONALD-LEE
933,12998104,"CORAM, DONALD",CO,HOUSE,58,INTEGRATED PRODUCTION RESOURCES,MINING,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053231-CO-CORAM-DONALD-LEE
934,12998104,"CORAM, DONALD",CO,HOUSE,58,NUVEMCO LLC,MINING,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053231-CO-CORAM-DONALD-LEE
935,12998104,"CORAM, DONALD",CO,HOUSE,58,THE COFFEE TRADER,FOOD & BEVERAGE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053231-CO-CORAM-DONALD-LEE
936,12998104,"CORAM, DONALD",CO,HOUSE,58,US URANIUM,MINING,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053231-CO-CORAM-DONALD-LEE
937,12998104,"CORAM, DONALD",CO,HOUSE,58,WILD HORSE ENERGY,OIL & GAS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053231-CO-CORAM-DONALD-LEE
938,3498102,"COURT, LOIS",CO,HOUSE,6,RED ROCKS COMMUNITY COLLEGE,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053235-CO-COURT-LOIS
939,11023463,"CROWDER, LARRY",CO,SENATE,35,FARMER/RANCHER,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053238-CO-CROWDER-LARRY-W
940,11023463,"CROWDER, LARRY",CO,SENATE,35,SUPERIOR VIDEO REP,EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053238-CO-CROWDER-LARRY-W
941,11023463,"CROWDER, LARRY",CO,SENATE,35,VETERAN SERVICE OFFICER,MILITARY,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053238-CO-CROWDER-LARRY-W
942,23439586,"DANIELSON, JESSIE",CO,HOUSE,24,N/A,NONE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053241-CO-DANIELSON-JESSIE
943,6681182,"DELGROSSO, BRIAN",CO,HOUSE,51,"ANBRANLEY PIZZA, INC.",FOOD & BEVERAGE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053245-CO-DELGROSSO-BRIAN-MARK
944,23407434,"DONOVAN, KERRY",CO,SENATE,5,"DONOVAN'S COPPER BAR RANCH, LLLP",CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053249-CO-DONOVAN-KERRY
945,23407434,"DONOVAN, KERRY",CO,SENATE,5,RESIDENTIAL AND COMMERCIAL RENTAL INCOME,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053249-CO-DONOVAN-KERRY
946,23407434,"DONOVAN, KERRY",CO,SENATE,5,SKI AND SNOWBOARD CLUB VAIL,RECREATION & LIVE ENTERTAINMENT,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053249-CO-DONOVAN-KERRY
947,23407434,"DONOVAN, KERRY",CO,SENATE,5,TOWN OF VAIL,CIVIL SERVANTS/PUBLIC OFFICIALS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053249-CO-DONOVAN-KERRY
948,23407434,"DONOVAN, KERRY",CO,SENATE,5,"WOLCOTT STORAGE, LLC",MISCELLANEOUS BUSINESS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053249-CO-DONOVAN-KERRY
949,10238787,"DORE, TIMOTHY",CO,HOUSE,64,MWCUA,CREDIT UNIONS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053254-CO-DORE-TIMOTHY-R
950,6375372,"DURAN, CRISANTA",CO,HOUSE,5,AFSCME,PUBLIC SECTOR UNIONS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053257-CO-DURAN-CRISANTA-D
951,6375372,"DURAN, CRISANTA",CO,HOUSE,5,CHRIS ROMER FOR MAYOR,CANDIDATE COMMITTEES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053257-CO-DURAN-CRISANTA-D
952,6375372,"DURAN, CRISANTA",CO,HOUSE,5,DURAN DURAN LLC,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053257-CO-DURAN-CRISANTA-D
953,23440963,"ESGAR, DANEYA",CO,HOUSE,46,THE DOWNTOWN BAR,FOOD & BEVERAGE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053221-CO-ESGAR-DANEYA-LEIGH
954,6022170,"EVERETT, JUSTIN",CO,HOUSE,22,"EVERETT CONSULTING SERVICES, LLC",BUSINESS SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053225-CO-EVERETT-JUSTIN-D
955,6338603,"FIELDS, RHONDA",CO,HOUSE,42,UNITED AIRLINES RETIREMENT,RETIRED,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053229-CO-FIELDS-RHONDA
956,10238448,"FOOTE, MIKE",CO,HOUSE,12,20TH JUDICIAL DISTRICT ATTORNEY'S OFFICE,CIVIL SERVANTS/PUBLIC OFFICIALS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053236-CO-FOOTE-MIKE
957,6018735,"GARCIA JR, LEROY",CO,SENATE,3,AMERICAN MEDICAL RESPONSE,HEALTH SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053239-CO-GARCIA-JR-LEROY-M
958,6018735,"GARCIA JR, LEROY",CO,SENATE,3,PUEBLO COMMUNITY COLLEGE,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053239-CO-GARCIA-JR-LEROY-M
959,15484982,"GARNETT, ALEC",CO,HOUSE,2,COLORADO DEMOCRATIC PARTY,LEADERSHIP PACS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053242-CO-GARNETT-ALEC-WALTER
960,15484982,"GARNETT, ALEC",CO,HOUSE,2,RED ROCKS CONSULTING LLC,BUSINESS SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053242-CO-GARNETT-ALEC-WALTER
961,10238469,"GINAL, JOANN",CO,HOUSE,52,N/A,NONE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053244-CO-GINAL-JOANN
962,6681198,"GRANTHAM, KEVIN",CO,SENATE,2,CITY OF CANON CITY,CIVIL SERVANTS/PUBLIC OFFICIALS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053248-CO-GRANTHAM-KEVIN-J
963,6681198,"GRANTHAM, KEVIN",CO,SENATE,2,COMMUNITY BAPTIST CHURCH,CLERGY,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053248-CO-GRANTHAM-KEVIN-J
964,6681198,"GRANTHAM, KEVIN",CO,SENATE,2,GRANTHAM APPRAISAL SERVICES,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053248-CO-GRANTHAM-KEVIN-J
965,6499395,"GUZMAN, LUCIA",CO,SENATE,34,N/A,NONE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053252-CO-GUZMAN-LUCIA
966,10238471,"HAMNER, MILLIE",CO,HOUSE,61,SUMMIT SCHOOL DISTRICT,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053256-CO-HAMNER-MILLIE
967,6003380,"HEATH JR., STRATTON ROLLINS (ROLLIE)",CO,SENATE,18,ALLIED MOTION,DEFENSE AEROSPACE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053261-CO-HEATH-JR-STRATTON-ROLLINS-ROLLIE
968,13011221,"HILL, OWEN",CO,SENATE,10,COMPASSION INTERNATIONAL,WELFARE/SOCIAL WORK,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053222-CO-HILL-OWEN
969,13011221,"HILL, OWEN",CO,SENATE,10,SWITCH CONSULTING GROUP,EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053222-CO-HILL-OWEN
970,6090649,"HODGE, MARY",CO,SENATE,25,N/A,NONE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053226-CO-HODGE-MARY-ANN
971,6681166,"HOLBERT, CHRIS",CO,SENATE,30,THE EARN PRINCIPLE,BUSINESS SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053230-CO-HOLBERT-CHRIS
972,6019903,"HULLINGHORST, DICKEY",CO,HOUSE,10,N/A,NONE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053233-CO-HULLINGHORST-DICKEY-LEE
973,11023443,"HUMENIK, BETH",CO,SENATE,24,KELLY EDUCATIONAL SERVICES,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053237-CO-HUMENIK-BETH-MARTINEZ
974,11023465,"HUMPHREY, STEPHEN",CO,HOUSE,48,N/A,NONE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053240-CO-HUMPHREY-STEPHEN-A
975,6115114,"JAHN, CHERI",CO,SENATE,20,COLORADO HOUSEKEEPING SERVICES,MISCELLANEOUS SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053243-CO-JAHN-CHERI-E
976,6499391,"JOHNSTON, MICHAEL",CO,SENATE,33,CHRISTIANIA INC.,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053246-CO-JOHNSTON-MICHAEL
977,6499391,"JOHNSTON, MICHAEL",CO,SENATE,33,CHRISTIANIA LODGE AT VAIL LTD,LODGING & TOURISM,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053246-CO-JOHNSTON-MICHAEL
978,6499391,"JOHNSTON, MICHAEL",CO,SENATE,33,EDUCATION CHAMPIONS,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053246-CO-JOHNSTON-MICHAEL
979,6499391,"JOHNSTON, MICHAEL",CO,SENATE,33,MAPLETON PUBLIC SCHOOLS,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053246-CO-JOHNSTON-MICHAEL
980,6499391,"JOHNSTON, MICHAEL",CO,SENATE,33,MINNEAPOLIS PUBLIC SCHOOLS,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053246-CO-JOHNSTON-MICHAEL
981,6499391,"JOHNSTON, MICHAEL",CO,SENATE,33,STERLING LORD LITERISTIC,PRINTING & PUBLISHING,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053246-CO-JOHNSTON-MICHAEL
982,6499391,"JOHNSTON, MICHAEL",CO,SENATE,33,TRAVERSE LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053246-CO-JOHNSTON-MICHAEL
983,12997988,"JONES, MATT",CO,SENATE,17,N/A,NONE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053250-CO-JONES-MATT
984,6681111,"JOSHI, JANAK",CO,HOUSE,16,SUMMIT EQUITY INVESTMENTS,EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053255-CO-JOSHI-JANAK
985,6681111,"JOSHI, JANAK",CO,HOUSE,16,SUMMIT MANAGEMENT SERVICES,EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053255-CO-JOSHI-JANAK
986,18917813,"KAGAN, DANIEL",CO,HOUSE,3,N/A,NONE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053258-CO-KAGAN-DANIEL
987,6026299,"KEFALAS, JOHN",CO,SENATE,14,COLORADO STATE UNIVERSITY,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053259-CO-KEFALAS-JOHN
988,6261856,"KERR, ANDY",CO,SENATE,22,JEFFERSON COUNTY PUBLIC SCHOOLS,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053267-CO-KERR-ANDY
989,23439592,"KEYSER, JON",CO,HOUSE,25,HOGAN LOVELLS US LLP,LAWYERS & LOBBYISTS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053271-CO-KEYSER-JON
990,23439592,"KEYSER, JON",CO,HOUSE,25,UNITED STATES AIR FORCE RESERVE,MILITARY,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053271-CO-KEYSER-JON
991,17061299,"KLINGENSCHMITT, GORDON",CO,HOUSE,15,"GJK, INC DBA THE PRAY IN JESUS NAME PROJECT",CHRISTIAN CONSERVATIVE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053274-CO-KLINGENSCHMITT-GORDON
992,17061299,"KLINGENSCHMITT, GORDON",CO,HOUSE,15,PERSUADE THE WORLD MINISTRIES DBA PRAY IN JESUS NAME MINISTRIES,CLERGY,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053274-CO-KLINGENSCHMITT-GORDON
993,10238454,"KRAFT-THARP, TRACY",CO,HOUSE,29,COLORADO DEPARTMENT OF HUMAN SERVICES,CIVIL SERVANTS/PUBLIC OFFICIALS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053283-CO-KRAFT-THARP-TRACY-A
994,10238454,"KRAFT-THARP, TRACY",CO,HOUSE,29,NAMI COLORADO,HEALTH & WELFARE POLICY,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053283-CO-KRAFT-THARP-TRACY-A
995,10238454,"KRAFT-THARP, TRACY",CO,HOUSE,29,THE FEDERATION OF FAMILIES FOR CHILDREN'S MENTAL HEALTH-COLORADO CHAPTER,HEALTH & WELFARE POLICY,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053283-CO-KRAFT-THARP-TRACY-A
996,10238454,"KRAFT-THARP, TRACY",CO,HOUSE,29,TRUJILLO GROUP,BUSINESS SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053283-CO-KRAFT-THARP-TRACY-A
997,6001480,"LAMBERT, KENT",CO,SENATE,9,CITIZENS FOR TRANSPARENT GOVERNMENT,OTHER/SINGLE ISSUE GROUPS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053298-CO-LAMBERT-KENT-DOUGLAS
998,6001480,"LAMBERT, KENT",CO,SENATE,9,COLORADO CLEAN GOVERNMENT FUND,OTHER/SINGLE ISSUE GROUPS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053298-CO-LAMBERT-KENT-DOUGLAS
999,6001480,"LAMBERT, KENT",CO,SENATE,9,PROPERTY,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053298-CO-LAMBERT-KENT-DOUGLAS
1000,11023440,"LANDGRAF, LOIS",CO,HOUSE,21,PROPERTY,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053304-CO-LANDGRAF-LOIS
1001,6681173,"LAWRENCE, POLLY",CO,HOUSE,39,ATLAS AMERICA PUB,PRINTING & PUBLISHING,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053320-CO-LAWRENCE-POLLY
1002,6681173,"LAWRENCE, POLLY",CO,HOUSE,39,LAWRENCE CONSTRUCTION COMPANY,GENERAL CONTRACTORS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053320-CO-LAWRENCE-POLLY
1003,6681173,"LAWRENCE, POLLY",CO,HOUSE,39,NORTH STAR,EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053320-CO-LAWRENCE-POLLY
1004,6681173,"LAWRENCE, POLLY",CO,HOUSE,39,PROPERTY,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053320-CO-LAWRENCE-POLLY
1005,10238459,"LEBSOCK, STEVE",CO,HOUSE,34,N/A,NONE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053327-CO-LEBSOCK-STEVE
1006,6011410,"LEE, SANFORD (PETE)",CO,HOUSE,18,CITIZENS PROJECT,LIBERAL POLICY ORGANIZATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053333-CO-LEE-SANFORD-E-PETE
1007,6011410,"LEE, SANFORD (PETE)",CO,HOUSE,18,COMMUNITY PREP CHARTER SCHOOL,EDUCATION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053333-CO-LEE-SANFORD-E-PETE
1008,6011410,"LEE, SANFORD (PETE)",CO,HOUSE,18,NAACP,MINORITY & DISABILITY GROUPS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053333-CO-LEE-SANFORD-E-PETE
1009,6011410,"LEE, SANFORD (PETE)",CO,HOUSE,18,PIKES PEAK MENTAL HEALTH,HEALTH SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053333-CO-LEE-SANFORD-E-PETE
1010,6011410,"LEE, SANFORD (PETE)",CO,HOUSE,18,PIKES PEAK RJ COUNCIL,"
NONPROFIT INSTITUTIONS",HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053333-CO-LEE-SANFORD-E-PETE
1011,6011410,"LEE, SANFORD (PETE)",CO,HOUSE,18,RENTAL INCOME,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053333-CO-LEE-SANFORD-E-PETE
1012,23439536,"LONTINE, SUSAN",CO,HOUSE,1,"MAIN STREET MEDIA, LLC",TV & MOVIE PRODUCTION/DISTRIBUTION,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053345-CO-LONTINE-SUSAN
1013,23439536,"LONTINE, SUSAN",CO,HOUSE,1,"MARCONI, INC",MISCELLANEOUS FINANCE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053345-CO-LONTINE-SUSAN
1014,6592769,"LUNDBERG, KEVIN",CO,SENATE,15,EXCEL ENERGY,OIL & GAS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053262-CO-LUNDBERG-KEVIN
1015,6592769,"LUNDBERG, KEVIN",CO,SENATE,15,LUNDBERG - SELF EMPLOYED,EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053262-CO-LUNDBERG-KEVIN
1016,6592769,"LUNDBERG, KEVIN",CO,SENATE,15,PROPERTY,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053262-CO-LUNDBERG-KEVIN
1017,6516823,"LUNDEEN, PAUL",CO,HOUSE,19,ALPINE FREEDOM LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053266-CO-LUNDEEN-PAUL-HAROLD
1018,6516823,"LUNDEEN, PAUL",CO,HOUSE,19,ARKENSTONE FINANCIAL,MISCELLANEOUS FINANCE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053266-CO-LUNDEEN-PAUL-HAROLD
1019,6516823,"LUNDEEN, PAUL",CO,HOUSE,19,ASPEN BUTTE RANCH,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053266-CO-LUNDEEN-PAUL-HAROLD
1020,6516823,"LUNDEEN, PAUL",CO,HOUSE,19,INVESTMENT PROPERTY,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053266-CO-LUNDEEN-PAUL-HAROLD
1021,6516823,"LUNDEEN, PAUL",CO,HOUSE,19,LPC CORP.,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053266-CO-LUNDEEN-PAUL-HAROLD
1022,6516823,"LUNDEEN, PAUL",CO,HOUSE,19,OLEANDER INDIO COMMERCE CENTER LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053266-CO-LUNDEEN-PAUL-HAROLD
1023,6516823,"LUNDEEN, PAUL",CO,HOUSE,19,THERMAL AIRPORT COMMERCE CENTER,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053266-CO-LUNDEEN-PAUL-HAROLD
1024,10238763,"MARBLE, VICKI",CO,SENATE,23,7M MINERAL TRUST,EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053270-CO-MARBLE-VICKI
1025,10238763,"MARBLE, VICKI",CO,SENATE,23,9 LAZY M CORP,EMPLOYER LISTED/CATEGORY UNKNOWN,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053270-CO-MARBLE-VICKI
1026,10238763,"MARBLE, VICKI",CO,SENATE,23,ADVANCE BONDING,MISCELLANEOUS FINANCE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053270-CO-MARBLE-VICKI
1027,10238763,"MARBLE, VICKI",CO,SENATE,23,DONOHO'S BEER & SPIRITS,"BEER, WINE & LIQUOR",HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053270-CO-MARBLE-VICKI
1028,10238763,"MARBLE, VICKI",CO,SENATE,23,ROCKY MOUNTAIN BAIL ASSOCIATION,MISCELLANEOUS FINANCE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053270-CO-MARBLE-VICKI
1029,3498205,"MCCANN, ELIZABETH",CO,HOUSE,8,PROPERTY,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053276-CO-MCCANN-ELIZABETH-H-BETH
1030,10238462,"MELTON, JOVAN",CO,HOUSE,41,EMERSON HAMILTON CONSULTING AND STRATEGIES,BUSINESS SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053280-CO-MELTON-JOVAN-EMERSON
1031,12998007,"MERRIFIELD, MICHAEL",CO,SENATE,11,N/A,NONE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053284-CO-MERRIFIELD-MICHAEL-GEORGE-MIKE
1032,10238451,"MITSCH BUSH, DIANE",CO,HOUSE,26,N/A,NONE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053287-CO-MITSCH-BUSH-DIANE-E
1033,10238457,"MORENO, DOMINICK",CO,HOUSE,32,REPUBLIC SERVICES,WASTE MANAGEMENT,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053290-CO-MORENO-DOMINICK
1034,13789754,"NAVARRO-RATZLAFF, CLARICE",CO,HOUSE,47,RENTAL INCOME,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053295-CO-NAVARRO-RATZLAFF-CLARICE
1035,23440961,"NEVILLE, PATRICK",CO,HOUSE,45,"NEVILLE INSURANCE ASSOCIATES, INC.",INSURANCE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053301-CO-NEVILLE-PATRICK
1036,6154829,"NEVILLE, TIMOTHY",CO,SENATE,16,NEVILLE INSURANCE ASSOCIATES INC.,INSURANCE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053307-CO-NEVILLE-TIMOTHY-PATRICK
1037,6154829,"NEVILLE, TIMOTHY",CO,SENATE,16,PROPERTY,REAL ESTATE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053307-CO-NEVILLE-TIMOTHY-PATRICK
1038,6492985,"NEWELL, LINDA",CO,SENATE,26,EPI,NONPROFIT INSTITUTIONS,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053264-CO-NEWELL-LINDA-M
1039,12997997,"NORDBERG, DANIEL",CO,HOUSE,14,GARDEN OF THE GODS CLUB AND RESORT,LODGING & TOURISM,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053268-CO-NORDBERG-DANIEL-PAUL
1040,6499285,"PABON, DANIEL",CO,HOUSE,4,N/A,NONE,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053273-CO-PABON-DANIEL-R-DAN
1041,11022904,"PETTERSEN, BRITTANY",CO,HOUSE,28,ABM CONSULTING,BUSINESS SERVICES,HTTP://DISCLOSURE.APPS.FIVETWENTYSEVEN.COM/4053275-CO-PETTERSEN-BRITTANY
